Price,Monthly_Income,Savings_Percentage,Discount_Percentage,Mood,Urgency_Level,Research_Time_Minutes,Brand_Familiarity,Purchase_Category,Peer_Influence,Impulsiveness_Score,Regret
210539,1870601,23,35,Neutral,Low,24,Medium,Accessories,High,2,0
830883,3968753,29,36,Happy,Medium,106,Medium,Electronics,None,1,0
382434,3390166,45,47,Stressed,Low,91,Medium,Clothing,High,4,0
556590,3438976,39,5,Stressed,Medium,79,High,Home,High,3,0
496694,4822956,11,10,Happy,Low,105,High,Accessories,None,3,0
781625,4120030,19,10,Stressed,High,70,Medium,Clothing,Low,7,0
570158,4887882,6,24,Neutral,Low,22,Low,Home,Low,3,0
75062,3210599,29,12,Excited,Medium,41,High,Home,High,5,0
487858,2000377,26,53,Stressed,Medium,71,High,Food,High,4,0
862961,770825,48,30,Neutral,Low,111,Low,Home,High,5,0
279809,4274779,2,34,Happy,High,97,Low,Electronics,Low,5,0
632785,3865213,17,33,Stressed,Medium,55,Medium,Accessories,High,6,0
526324,4495431,2,38,Happy,High,117,Low,Clothing,Low,5,0
940996,527962,43,4,Excited,High,68,Low,Home,High,1,1
763797,4442095,34,4,Stressed,High,118,Low,Electronics,Low,8,1
328624,4462713,23,39,Happy,Low,106,Low,Food,Low,2,0
950302,4778376,42,38,Stressed,Medium,9,High,Home,Low,2,0
570454,3886999,22,26,Neutral,Low,62,High,Accessories,None,9,0
609938,1719591,8,10,Neutral,High,100,Low,Clothing,High,6,1
164800,2616037,17,59,Happy,Low,67,High,Food,None,9,0
722561,4292178,53,58,Happy,High,87,Low,Food,High,6,0
281024,4207318,9,27,Happy,Medium,35,Medium,Food,High,6,0
478855,1727844,21,35,Happy,High,107,High,Accessories,Low,7,1
291775,2458029,36,33,Excited,Medium,44,Medium,Food,None,7,0
316020,464966,54,42,Neutral,Low,21,Medium,Home,High,7,0
907438,969191,57,28,Happy,Low,39,Medium,Clothing,High,8,1
803752,260369,12,44,Stressed,High,119,Low,Accessories,None,1,1
596930,1375987,25,37,Excited,Medium,36,Low,Clothing,None,5,0
791725,4258788,34,54,Excited,Low,19,Medium,Electronics,High,5,0
635165,1988519,38,62,Happy,High,73,Medium,Food,Low,8,1
761472,4864387,8,31,Neutral,High,22,Medium,Accessories,High,2,0
398010,2061297,4,61,Stressed,Low,63,Medium,Home,Low,6,0
882483,411138,20,51,Stressed,High,87,Low,Food,None,8,1
169673,3975623,5,25,Happy,High,53,Low,Food,Low,4,0
620,4043386,8,20,Excited,Low,9,Low,Home,Low,4,0
726453,4909665,39,15,Neutral,High,37,Low,Home,None,1,0
389039,3995610,49,16,Excited,Low,112,High,Clothing,None,6,0
514553,1654282,48,20,Happy,Medium,7,Medium,Accessories,None,4,1
344522,2346691,44,8,Neutral,Low,50,Low,Clothing,High,7,0
87001,2381807,2,14,Excited,Medium,52,Low,Accessories,Low,4,0
199064,1138303,36,42,Stressed,Medium,36,Low,Clothing,High,8,0
709423,3632164,48,50,Excited,Low,49,Low,Clothing,Low,5,0
55153,2319366,56,16,Stressed,Medium,112,High,Accessories,None,1,0
445800,2208381,8,67,Stressed,High,72,High,Electronics,Low,6,1
519152,565552,52,67,Stressed,Low,73,High,Clothing,None,3,0
697572,2562359,15,48,Happy,High,17,Low,Accessories,High,5,1
113792,2597650,39,46,Neutral,Low,117,High,Home,None,5,0
215239,4717529,15,4,Excited,High,64,Medium,Accessories,None,3,0
300142,118612,54,23,Happy,Low,22,Medium,Electronics,None,7,0
295219,4249677,52,10,Neutral,Low,14,High,Accessories,None,9,0
784300,151083,27,22,Happy,Low,26,High,Electronics,Low,8,1
797588,2648226,20,48,Happy,Medium,61,Low,Electronics,None,8,1
986461,4132738,33,60,Neutral,Low,41,High,Food,High,7,0
207534,749227,54,15,Neutral,Medium,88,High,Clothing,High,2,0
708084,371099,18,12,Stressed,Low,16,High,Home,High,6,0
418396,4357092,49,65,Happy,High,118,Medium,Accessories,Low,5,0
187603,3881812,9,12,Happy,Low,89,Low,Accessories,None,8,0
463748,310271,14,53,Happy,High,1,Low,Accessories,High,6,1
399506,4679406,49,32,Excited,Medium,0,High,Electronics,None,7,0
735338,609741,51,43,Neutral,Medium,83,Medium,Home,Low,5,0
685635,926883,3,41,Neutral,Medium,106,Low,Home,Low,5,1
993978,4426011,44,37,Happy,Medium,67,High,Clothing,Low,6,0
276414,1930238,34,41,Stressed,Medium,67,Medium,Food,Low,9,0
514493,114756,52,25,Stressed,Low,60,Medium,Clothing,Low,6,1
403526,707022,17,26,Happy,High,59,Medium,Clothing,Low,3,1
367889,2792726,44,23,Happy,High,83,Low,Clothing,None,8,0
241545,3154415,47,56,Stressed,Medium,111,Low,Accessories,None,2,0
407100,2504289,0,29,Happy,Medium,116,Medium,Food,Low,2,0
614574,2765878,55,8,Happy,Medium,8,High,Food,None,1,1
85725,2777538,55,50,Neutral,Low,15,Medium,Accessories,Low,6,0
209866,1686884,18,58,Happy,Low,28,High,Food,None,8,0
360119,2163956,52,20,Excited,Low,115,Low,Accessories,Low,9,0
469303,4382278,59,5,Excited,High,52,Medium,Food,Low,4,0
447862,3331793,46,3,Happy,Medium,57,Medium,Home,Low,5,0
326430,3327674,41,49,Neutral,Low,95,Medium,Clothing,High,3,0
455918,1691736,12,33,Neutral,High,59,Low,Electronics,Low,3,0
508155,857719,53,53,Neutral,Low,40,Low,Clothing,None,3,0
977063,127207,11,45,Neutral,Medium,98,Medium,Food,Low,4,0
387469,2532435,21,1,Happy,High,92,Medium,Food,None,3,0
208339,2095898,8,32,Excited,High,26,High,Accessories,Low,2,0
123498,229094,56,15,Stressed,Low,106,High,Food,Low,6,1
306007,2468722,3,57,Neutral,Low,89,High,Accessories,None,9,1
731865,1835376,36,3,Neutral,Low,89,Low,Clothing,None,4,1
720870,3146730,53,40,Neutral,Medium,104,Medium,Home,None,5,0
205958,2426414,6,22,Happy,High,103,High,Food,High,5,0
214700,2654000,24,43,Happy,Medium,101,Low,Electronics,Low,5,0
9828,670664,53,55,Stressed,Low,93,High,Home,None,2,0
2571,4707226,9,15,Happy,High,42,Medium,Home,None,4,0
760122,1852143,9,44,Neutral,Medium,81,Medium,Accessories,Low,8,1
574212,399057,43,45,Neutral,High,5,High,Home,High,5,1
29452,4497917,32,37,Neutral,Low,43,High,Electronics,Low,1,0
586710,679698,27,4,Stressed,Medium,63,High,Accessories,Low,3,1
393114,4524553,25,1,Neutral,Low,117,Medium,Electronics,None,8,1
883118,4749376,46,35,Stressed,Medium,3,High,Electronics,High,5,0
759692,4273929,14,48,Neutral,Medium,111,Low,Accessories,None,7,0
699279,1053018,59,47,Excited,Medium,22,Medium,Food,None,1,0
160462,2708045,50,22,Happy,Low,30,High,Clothing,High,5,0
807453,3340176,21,3,Happy,High,76,Low,Home,None,2,1
796109,419809,49,14,Excited,High,7,High,Food,High,3,1
857445,697731,54,36,Neutral,Medium,3,High,Accessories,Low,7,1
999936,3409472,29,36,Happy,Low,75,Medium,Electronics,Low,3,0
191245,3705534,27,36,Excited,Medium,83,High,Accessories,High,2,0
667291,1990686,51,10,Happy,Medium,65,High,Electronics,High,9,1
162153,4401725,30,60,Excited,Medium,57,Low,Home,None,7,0
937991,3257469,15,41,Excited,Low,28,Low,Home,Low,4,0
663901,1906444,51,52,Happy,High,51,High,Electronics,High,6,1
64420,4463369,44,53,Neutral,High,83,Medium,Clothing,High,3,0
15501,3403350,54,10,Excited,Medium,28,Low,Home,Low,5,0
865184,1476481,6,63,Stressed,Low,81,Low,Electronics,High,4,1
279014,1272653,20,46,Stressed,Low,32,High,Food,None,1,0
332458,1876505,9,52,Happy,Medium,104,Low,Food,Low,7,0
541395,4978480,32,48,Neutral,High,9,Medium,Food,Low,8,1
498843,4744841,18,48,Happy,Medium,66,Low,Electronics,Low,5,0
892263,1688950,24,16,Neutral,Low,73,Medium,Electronics,None,8,1
740644,3417278,49,10,Excited,Low,11,Low,Home,High,8,1
58985,4120981,22,55,Stressed,Medium,116,High,Accessories,None,6,0
97246,112396,2,8,Neutral,Low,83,High,Home,Low,2,1
658820,4798364,15,32,Stressed,Medium,4,High,Electronics,Low,8,1
696395,626931,24,32,Excited,Medium,109,High,Accessories,Low,2,0
96594,3962552,49,14,Excited,High,107,High,Accessories,High,4,0
404372,1578656,39,24,Stressed,Low,32,Low,Accessories,None,5,0
659548,3004421,8,13,Stressed,High,2,High,Clothing,High,5,1
519088,1492924,40,20,Happy,High,38,Medium,Home,Low,8,1
702459,2647873,4,28,Happy,Low,61,Low,Food,Low,5,0
769701,2817833,13,40,Excited,Medium,105,Medium,Food,Low,3,0
596948,458493,0,60,Stressed,Low,46,High,Electronics,High,3,1
592675,3822935,37,9,Happy,High,16,High,Accessories,High,1,0
273392,1587246,56,9,Excited,Medium,70,High,Home,High,1,0
881986,4477183,15,2,Happy,Low,114,Medium,Electronics,None,3,0
116959,609275,54,25,Happy,High,118,Low,Accessories,Low,4,0
438393,1986842,25,67,Happy,Low,14,High,Home,Low,3,0
216703,4030367,45,51,Excited,High,42,High,Food,Low,2,0
68916,2726418,12,49,Neutral,High,81,High,Accessories,None,3,0
550953,3787914,48,64,Neutral,Medium,34,High,Accessories,None,4,0
491560,2419911,39,12,Excited,Medium,67,High,Accessories,Low,6,0
661753,1593661,33,8,Neutral,Medium,35,High,Clothing,Low,1,1
654934,2757617,58,20,Excited,Medium,19,Medium,Home,Low,6,0
459500,1753166,42,55,Stressed,Medium,107,High,Food,None,9,1
331027,1927335,1,24,Stressed,Medium,106,High,Home,High,3,0
281867,2144564,53,25,Happy,Low,20,Medium,Clothing,Low,2,0
484,670879,46,11,Happy,High,10,Low,Food,High,7,0
645901,3368163,44,37,Stressed,Medium,54,Medium,Clothing,Low,6,0
307150,4305321,56,2,Stressed,High,5,High,Clothing,Low,6,1
557630,3601238,5,32,Excited,Medium,104,High,Home,Low,9,0
476862,553576,50,52,Neutral,High,35,High,Electronics,High,5,1
190338,501676,18,34,Happy,Low,106,Low,Accessories,High,2,0
443959,873818,0,33,Happy,High,55,Low,Electronics,None,3,1
233498,3285372,48,41,Stressed,Medium,90,Low,Electronics,High,6,0
984428,3999067,23,20,Stressed,High,59,Medium,Accessories,None,6,0
419383,4880147,32,21,Stressed,High,61,High,Food,None,1,0
572292,2639279,22,39,Stressed,Medium,73,Medium,Accessories,None,2,0
524175,87307,0,42,Excited,High,82,Medium,Electronics,High,5,1
586393,1558175,13,40,Happy,Low,41,Low,Clothing,High,1,0
305136,1861643,27,0,Happy,Low,35,High,Accessories,None,2,0
555922,4389335,55,31,Stressed,Medium,49,Low,Food,High,3,0
462008,2603376,2,58,Stressed,Low,73,Medium,Accessories,High,1,0
810407,4878353,6,2,Happy,Medium,6,High,Accessories,Low,9,1
729867,16204,12,39,Excited,High,113,High,Electronics,High,7,1
286491,3487710,10,61,Stressed,Medium,76,High,Clothing,High,8,0
406687,4082298,15,8,Excited,High,32,Medium,Accessories,High,8,1
445016,4322809,12,24,Neutral,High,113,High,Food,None,8,0
311739,2703087,18,58,Excited,Low,27,Medium,Electronics,High,8,0
847332,2385349,29,39,Neutral,High,113,Medium,Food,None,8,1
117999,3916554,23,40,Neutral,High,62,Low,Home,None,8,0
695846,941199,13,17,Happy,Low,107,Low,Food,High,4,0
219038,1581128,11,18,Neutral,Low,117,Low,Electronics,None,6,0
811293,3071813,50,47,Stressed,Medium,16,Low,Home,None,7,0
231796,3390019,14,43,Stressed,Medium,118,Medium,Home,Low,4,0
555362,4727533,3,19,Neutral,Medium,110,Low,Clothing,None,2,0
26075,612460,11,35,Happy,Medium,7,Medium,Food,None,4,0
878946,2810945,4,45,Happy,Medium,97,Medium,Electronics,Low,1,0
857084,3724424,30,68,Neutral,Medium,39,Low,Electronics,None,4,0
714998,2295622,17,16,Neutral,Low,98,Medium,Electronics,None,2,0
108944,4740326,8,30,Excited,Medium,4,High,Home,High,4,0
909786,443995,53,29,Excited,High,25,High,Clothing,None,1,0
50787,501179,40,37,Stressed,Low,37,Low,Accessories,High,9,0
224916,2146910,43,62,Excited,Low,117,High,Food,None,2,0
663673,2687254,47,19,Excited,Medium,34,Low,Clothing,None,5,0
661101,3107305,33,53,Excited,Medium,89,Medium,Home,Low,8,1
840221,2682071,25,22,Neutral,High,32,Medium,Clothing,Low,9,1
941819,4437765,35,42,Neutral,Medium,106,Medium,Food,None,6,0
417779,3476477,34,59,Neutral,Medium,36,High,Home,Low,8,0
479293,43009,34,66,Neutral,Medium,97,Low,Clothing,High,6,0
669058,3116079,0,56,Excited,High,71,Medium,Food,Low,6,1
480606,3015264,7,12,Happy,Medium,109,High,Food,High,6,0
500754,4487862,28,43,Excited,High,31,Medium,Accessories,None,3,0
303103,1888099,37,3,Stressed,Low,78,Low,Clothing,None,1,0
65559,498417,40,35,Excited,High,57,Medium,Clothing,High,9,0
261071,901435,32,24,Excited,Medium,51,Medium,Home,Low,5,0
706446,4514624,31,50,Excited,High,62,Medium,Clothing,High,7,0
952982,33800,18,34,Excited,Medium,62,Medium,Home,High,1,0
387787,948957,45,22,Happy,Low,107,High,Accessories,Low,1,0
471869,676969,13,66,Happy,Medium,107,High,Food,None,5,0
89490,2270058,10,44,Stressed,Medium,31,Low,Clothing,Low,6,0
509572,31403,53,36,Excited,High,74,Low,Electronics,High,9,1
400994,2302998,12,52,Happy,High,106,Low,Clothing,High,1,0
530257,3056748,53,47,Happy,Low,67,Medium,Clothing,Low,9,0
861059,4587108,1,15,Excited,Low,117,High,Clothing,High,8,0
91764,1590778,48,31,Happy,High,104,Medium,Accessories,None,5,0
76072,4594904,24,32,Excited,Medium,30,Low,Electronics,None,4,0
476448,4928695,29,12,Excited,Low,42,Medium,Clothing,Low,6,0
334844,3962156,2,25,Happy,Low,97,Low,Food,None,1,0
252078,1179955,52,3,Stressed,Low,71,Medium,Clothing,Low,7,0
977739,4814055,12,68,Happy,High,43,High,Clothing,High,5,1
243132,472876,59,31,Neutral,Low,44,Low,Clothing,None,2,1
403653,631987,35,68,Happy,Low,103,Low,Food,None,5,1
985520,4080113,21,0,Neutral,Medium,53,Low,Electronics,High,9,1
3028,3286132,5,69,Excited,Low,60,Medium,Clothing,None,2,0
720162,4128640,56,2,Happy,Low,100,Medium,Clothing,Low,3,0
330688,392344,14,4,Happy,Low,85,Medium,Accessories,High,7,1
637989,2316882,29,4,Excited,High,51,Medium,Electronics,None,6,1
877092,4958044,58,24,Happy,Medium,115,Medium,Home,High,5,0
243482,1925802,22,6,Stressed,High,55,High,Food,None,4,0
781407,3931408,57,22,Happy,Low,2,High,Food,Low,9,1
590581,3650872,24,69,Stressed,Medium,47,Low,Electronics,Low,2,0
976788,3470573,55,60,Excited,Low,91,Medium,Electronics,None,5,0
773826,3582225,6,67,Neutral,Low,41,Low,Clothing,Low,7,0
280230,3263759,7,4,Happy,High,70,Low,Clothing,Low,6,0
907785,2257978,1,11,Neutral,High,46,High,Clothing,Low,7,1
838057,3892805,5,1,Stressed,Low,25,Low,Food,Low,2,1
518481,1286085,50,29,Happy,Medium,12,Low,Food,Low,8,1
181470,344557,21,58,Neutral,Medium,27,High,Home,High,3,0
815425,855756,43,65,Neutral,High,9,Medium,Clothing,None,3,1
519946,3159610,50,12,Stressed,High,62,Medium,Accessories,None,6,0
796309,4887726,2,60,Stressed,High,49,High,Clothing,None,5,0
878765,2059812,4,66,Stressed,Low,73,Low,Accessories,Low,1,1
678137,4726523,59,1,Neutral,High,67,High,Clothing,Low,9,1
7686,2222401,34,13,Neutral,High,14,Medium,Food,Low,6,0
493741,3448934,41,45,Happy,Medium,62,High,Home,High,9,0
310397,4507124,54,1,Stressed,Low,19,Low,Home,None,7,0
794672,3240092,7,38,Stressed,Medium,36,Low,Home,High,3,0
783703,4486625,10,34,Excited,Low,67,High,Clothing,High,3,0
879165,196775,46,62,Neutral,Low,25,High,Accessories,Low,6,0
225893,3125754,18,34,Happy,Low,47,High,Clothing,High,9,0
589471,4710467,30,2,Happy,High,34,Low,Food,None,8,1
563556,2520511,34,20,Happy,Low,0,Medium,Home,Low,5,1
262275,1580869,24,46,Stressed,Medium,95,Low,Electronics,None,1,0
227152,159524,14,57,Excited,High,22,Medium,Accessories,High,6,1
869184,402010,0,10,Neutral,Low,59,Medium,Electronics,Low,7,1
856373,2515360,7,42,Happy,Low,93,Low,Accessories,Low,8,1
293268,3743068,30,43,Happy,High,71,Low,Clothing,None,7,0
642331,3594817,54,32,Excited,Low,76,High,Electronics,Low,7,0
814612,3068631,11,60,Neutral,High,94,High,Food,Low,5,0
135837,686467,24,20,Happy,Medium,2,High,Home,High,7,0
453140,3888866,45,8,Excited,Medium,48,Medium,Electronics,Low,4,0
214417,355748,21,46,Stressed,High,76,Low,Accessories,Low,7,1
199524,3207728,35,39,Stressed,Medium,94,Medium,Accessories,High,3,0
319439,3563042,48,39,Happy,Low,77,High,Home,None,8,0
255802,3943165,46,64,Stressed,Medium,107,High,Accessories,None,6,0
976420,2119956,37,44,Neutral,High,104,Low,Food,Low,8,1
236003,4369929,52,25,Stressed,Low,65,High,Home,High,1,0
376940,3096993,29,20,Stressed,Medium,48,Low,Electronics,Low,7,0
111987,4436303,28,6,Neutral,Medium,37,Low,Accessories,High,6,0
442753,1657770,37,59,Happy,High,95,Medium,Accessories,Low,5,0
898036,1678054,54,8,Happy,Medium,68,High,Home,None,1,1
972880,2495170,39,53,Excited,Low,67,Low,Home,High,5,0
268104,4575741,40,10,Stressed,Low,62,Medium,Accessories,High,6,0
721930,1602908,35,57,Stressed,Low,19,Low,Home,Low,8,1
295051,2140655,1,12,Happy,Medium,14,Low,Clothing,None,9,1
560887,648043,49,66,Stressed,High,25,Low,Clothing,Low,4,0
757605,2767378,7,56,Excited,Low,109,High,Electronics,High,1,0
67373,782139,0,10,Neutral,High,5,High,Accessories,None,5,1
816477,4856341,18,4,Excited,High,98,Medium,Home,High,9,1
775034,3791105,6,1,Neutral,High,115,Low,Food,None,2,1
181806,2702145,54,6,Stressed,High,98,High,Home,None,7,0
439442,4930952,11,47,Excited,Medium,93,Low,Food,Low,4,0
211025,3036298,27,67,Neutral,Low,56,High,Clothing,Low,2,0
874578,2487563,29,69,Happy,Medium,48,Low,Accessories,High,8,1
151526,654093,23,27,Stressed,High,20,Low,Home,High,8,1
542778,63407,20,50,Excited,Medium,0,Medium,Clothing,High,5,1
488443,3828257,39,2,Happy,Medium,107,Medium,Accessories,None,9,0
341557,3487373,8,25,Neutral,High,1,High,Home,Low,2,1
661383,4151562,34,58,Neutral,High,37,Medium,Electronics,Low,1,0
101628,2170961,35,13,Stressed,Medium,65,Medium,Accessories,Low,6,0
594510,239722,52,33,Excited,Low,58,High,Electronics,High,1,0
931538,2551840,48,19,Excited,High,37,High,Food,None,7,1
737240,327794,9,19,Happy,Low,80,Low,Clothing,Low,5,0
237451,4274619,36,51,Stressed,Low,8,Low,Food,Low,3,0
34331,4376480,39,40,Excited,Low,74,High,Electronics,Low,3,0
111234,4614228,32,64,Happy,High,103,Low,Home,None,6,0
644187,2195790,53,66,Excited,Medium,77,Low,Accessories,Low,4,0
260286,1255624,24,36,Neutral,Low,113,Low,Food,Low,9,1
158399,878111,2,47,Neutral,High,102,Low,Electronics,High,1,0
887,475795,53,50,Happy,Low,37,Low,Electronics,High,3,0
627848,3796923,50,21,Excited,Low,110,High,Accessories,Low,9,0
442791,894411,4,28,Excited,Medium,82,Low,Clothing,None,6,1
544860,3103695,26,36,Excited,Low,106,Medium,Electronics,Low,6,0
38403,564273,15,21,Stressed,High,109,Medium,Clothing,None,7,0
310077,3861406,46,10,Happy,Medium,105,Low,Food,Low,4,0
278506,1326663,45,28,Stressed,High,69,Low,Home,None,2,0
719420,450272,57,18,Happy,Medium,31,Medium,Home,Low,2,0
193640,3026259,40,69,Neutral,High,20,High,Home,High,5,0
552882,536152,34,26,Excited,High,49,High,Electronics,High,2,1
971835,1562598,56,36,Neutral,High,68,Medium,Home,Low,9,1
865278,2178996,58,26,Stressed,Medium,64,Medium,Electronics,High,1,0
549620,4132792,31,13,Happy,Medium,61,Low,Home,None,4,0
338456,3042250,24,63,Stressed,High,118,Medium,Clothing,High,8,0
530712,4923842,16,42,Stressed,Medium,94,Medium,Food,None,4,0
190137,2251984,41,31,Stressed,Low,14,High,Electronics,None,2,0
738211,264578,41,58,Excited,High,27,High,Clothing,None,8,1
739280,3160530,49,39,Happy,Medium,67,High,Home,High,6,0
750576,820127,34,27,Happy,Medium,105,Low,Food,High,5,0
903192,4201382,14,41,Happy,Medium,98,Medium,Food,None,6,0
244487,3418883,4,47,Excited,Low,12,High,Accessories,Low,3,0
873512,2633058,51,29,Happy,Medium,5,Medium,Clothing,High,9,1
254663,768203,14,25,Happy,High,62,Medium,Electronics,High,2,0
354159,3319163,3,47,Neutral,High,49,Low,Home,High,5,0
585195,3881146,11,46,Neutral,High,8,High,Food,None,7,0
429284,2453879,54,58,Neutral,High,55,Low,Food,Low,6,0
78019,4583873,39,30,Stressed,Medium,55,High,Home,Low,3,0
133275,2720887,19,33,Excited,High,75,High,Accessories,None,5,0
118868,4325107,26,0,Happy,Low,97,Low,Home,Low,7,0
235664,2789251,12,65,Neutral,High,29,Low,Accessories,None,7,0
184542,2393727,58,28,Neutral,Low,29,Low,Clothing,Low,2,0
309506,3891218,16,31,Excited,High,82,Medium,Food,None,9,0
175309,485679,51,13,Stressed,High,41,High,Home,None,9,1
394626,4725640,44,31,Excited,High,82,Low,Electronics,None,2,0
959136,1654879,4,15,Stressed,Medium,68,Low,Clothing,None,6,1
100225,58886,29,22,Stressed,Medium,37,High,Clothing,High,2,0
999634,3215755,17,69,Happy,High,63,High,Accessories,High,9,1
318512,3638917,25,55,Stressed,Medium,19,High,Food,Low,2,0
222139,3610597,21,4,Happy,Medium,116,High,Home,None,2,0
425820,3745329,0,40,Happy,Medium,63,Medium,Food,High,7,0
419777,2100533,35,65,Excited,Medium,43,High,Electronics,Low,4,0
519855,2877579,46,48,Neutral,High,71,Medium,Accessories,Low,5,0
201701,1900027,4,20,Stressed,High,26,High,Electronics,None,6,0
100206,3461903,21,17,Happy,High,3,High,Home,Low,4,0
342464,4046114,20,47,Neutral,High,45,High,Electronics,Low,6,0
952316,1363354,56,18,Excited,Low,90,Low,Clothing,None,8,1
944225,2095946,25,61,Happy,Low,92,Medium,Clothing,None,7,1
765215,1420322,41,55,Neutral,Medium,2,Low,Home,Low,6,1
25990,4454106,24,67,Stressed,Medium,85,Low,Accessories,High,5,0
20738,4114512,8,52,Neutral,Medium,87,Low,Accessories,High,4,0
909134,2399129,53,8,Happy,High,66,Medium,Electronics,High,7,1
107599,135120,58,60,Happy,High,104,High,Electronics,High,4,0
518466,4452989,52,5,Excited,High,38,Low,Food,High,9,1
725655,1012397,30,28,Happy,Low,103,High,Accessories,None,9,1
784279,229086,58,46,Stressed,High,75,Low,Food,None,8,1
290428,559856,25,6,Happy,Medium,78,High,Accessories,None,3,1
362122,1790440,13,2,Stressed,Medium,72,Low,Clothing,None,6,1
707073,2106322,49,16,Stressed,Medium,48,High,Clothing,Low,3,0
860169,4182206,46,39,Excited,High,65,Medium,Clothing,High,7,0
624458,184718,27,49,Happy,Medium,80,Medium,Electronics,High,1,0
157717,1946510,55,2,Neutral,High,93,Low,Accessories,Low,1,0
192471,698290,54,56,Excited,Low,52,Medium,Accessories,Low,4,0
950273,427087,51,0,Neutral,High,13,Medium,Home,None,5,1
229971,171373,25,13,Happy,Medium,117,Medium,Electronics,None,8,1
704219,4850137,19,59,Stressed,High,8,Medium,Electronics,Low,9,1
583198,1849512,48,67,Neutral,High,3,High,Electronics,Low,6,1
763163,4447342,6,41,Neutral,Medium,29,Low,Food,Low,9,0
588873,4002351,56,14,Stressed,Medium,52,Low,Food,Low,5,0
933770,3379883,9,45,Happy,High,22,Low,Accessories,None,8,1
852795,4208829,5,31,Happy,Medium,42,Low,Electronics,High,6,0
722291,4070273,58,14,Neutral,Low,114,High,Home,High,1,0
389943,3707903,25,21,Stressed,Low,72,Low,Accessories,High,6,0
27478,3985503,7,27,Neutral,Low,95,Low,Accessories,Low,6,0
633460,3749893,11,66,Excited,Medium,40,Low,Food,Low,7,0
634883,3597586,35,25,Stressed,Low,71,Low,Electronics,High,2,0
812059,3834735,43,63,Neutral,Medium,50,Medium,Accessories,Low,6,0
448617,1141807,27,2,Excited,Medium,62,Medium,Accessories,None,2,1
964997,4032163,59,7,Happy,High,2,Low,Clothing,Low,9,1
153038,3594469,33,58,Happy,Low,23,High,Food,None,6,0
922991,4984250,6,22,Neutral,Medium,117,Low,Home,High,8,0
152600,1275767,1,6,Happy,Medium,79,Low,Accessories,High,5,0
7694,301727,32,42,Happy,Low,81,High,Clothing,High,6,0
285356,3060960,13,35,Stressed,Low,34,Medium,Food,Low,2,0
47164,2724127,10,43,Neutral,Medium,50,Medium,Electronics,Low,1,0
772998,262870,53,27,Excited,Low,78,High,Home,High,2,1
319901,2850911,36,62,Stressed,High,9,High,Electronics,Low,5,0
636043,797594,51,17,Excited,Low,93,High,Home,High,7,0
562795,1662804,20,20,Happy,Medium,92,High,Electronics,Low,2,0
507904,281363,57,40,Stressed,High,18,Low,Food,None,7,1
560240,219579,9,38,Excited,High,22,Low,Electronics,High,8,1
640024,2225591,27,15,Excited,Low,45,Low,Clothing,None,4,0
561761,4321612,34,24,Stressed,Medium,76,Medium,Electronics,High,8,0
264855,1775012,57,30,Stressed,Medium,85,High,Clothing,High,9,0
486420,3717296,49,43,Excited,Medium,8,Medium,Electronics,Low,2,0
626796,3673077,30,2,Neutral,High,92,Low,Electronics,Low,7,0
248930,1411328,31,43,Neutral,Medium,95,Low,Clothing,High,3,0
201325,753785,28,69,Neutral,High,82,Low,Clothing,Low,5,0
789750,2195754,18,16,Stressed,Medium,117,Low,Home,Low,3,0
399870,183893,29,47,Neutral,High,56,High,Electronics,High,1,1
617024,4007943,17,13,Stressed,Medium,13,Medium,Food,None,1,0
490664,2855506,10,47,Excited,Medium,119,Medium,Home,High,3,0
903662,4992100,45,25,Neutral,High,33,Low,Electronics,High,9,0
884270,3135826,6,29,Stressed,Medium,117,Medium,Home,High,2,0
281333,3327072,12,36,Stressed,Low,43,Low,Electronics,Low,6,0
709031,2602517,7,23,Neutral,Low,85,High,Clothing,Low,8,1
885638,2713286,25,9,Neutral,High,76,Medium,Food,None,5,0
816506,463182,38,30,Neutral,High,49,High,Food,Low,8,1
77760,1112032,46,37,Stressed,High,104,High,Electronics,Low,9,0
916781,3678927,17,20,Neutral,High,15,Medium,Food,None,3,0
197361,2599142,40,65,Stressed,Low,104,Low,Electronics,None,8,0
676790,3796273,57,37,Neutral,Medium,102,Low,Accessories,Low,3,0
607255,365039,32,31,Neutral,High,110,High,Food,Low,1,1
474601,2749066,55,69,Excited,Low,48,Low,Accessories,None,7,0
492711,2040742,16,20,Excited,Low,15,High,Electronics,High,1,0
954519,1537999,0,65,Stressed,High,110,Medium,Accessories,Low,5,1
503685,4413686,20,36,Excited,Low,34,High,Home,None,6,0
694435,1181813,41,3,Excited,High,106,High,Clothing,None,4,1
894024,240368,14,11,Happy,Low,81,Low,Electronics,Low,6,0
26026,1095545,53,37,Stressed,Medium,27,Low,Electronics,High,3,0
839861,4488839,16,9,Stressed,Medium,11,Medium,Electronics,Low,5,0
887645,2161637,51,36,Happy,High,68,High,Clothing,None,4,1
696989,3354061,28,50,Stressed,Low,79,Low,Food,Low,2,0
315098,2970305,4,32,Neutral,High,42,Low,Electronics,High,3,0
474676,2787947,40,47,Stressed,Medium,38,High,Home,High,5,0
780063,4478621,48,63,Neutral,Medium,11,Low,Electronics,Low,5,0
644166,255898,4,65,Neutral,Medium,58,High,Food,High,1,1
261320,4315455,51,57,Neutral,Low,87,High,Clothing,High,2,0
